"N°","Color","Equipo Autonomo","Prioridad","Fecha apertura","Descripción anomalia","Estado actual"
"350","Verde","Laminadora","Media","2021-02-22T15:30:30.094Z","Falta e definición para los sectores de materias primas ,Rest y materiales bloqueados","Abierta"
"351","Verde","Laminadora","Media","2021-02-22T15:38:49.759Z","Ergonomía. Para abastecer la bobina se debe empujar manualmente las bobinas para subirlas al carro generando un sobresfuerzo.","Abierta"
"352","Verde","Planta de Mezclado","Alta","2021-02-22T15:52:34.209Z","Falta de definición de sector scrap, ya que se encuentra dentro de la sala y se utiliza tarima de madera.","Abierta"
"353","Verde","Alimentación y Extrusión","Media","2021-02-22T16:40:16.470Z","Cambiar ubicación bomba de vació ","Cerrada"
"354","Verde","Cortadora WT","Baja","2021-02-26T22:23:55.703Z","Invertir en máquina rebobinadora para refilar/rebobinar objetos individuales","Abierta"
"355","Verde","Cortadora WT","Alta","2021-02-26T22:25:01.572Z","Estandarizar sector control de ancho","Cerrada"
"356","Verde","Cortadora WT","Media","2021-02-26T22:26:20.659Z","Tener disponible 4 mangueras largas para cuando se refilen jumbos de gran ancho para no empalmar 2 mangueras chicas","Cerrada"
"357","Verde","Cortadora WT","Alta","2021-02-26T22:27:49.308Z","Mejorar cintero lado carro 2  para poder utilizar un rollo completo de cinta","Cerrada"
"358","Verde","Cortadora WT","Media","2021-02-26T22:30:49.817Z","Sectorizar elementos de control de calidad para una mejor ubicación - Colocar abajo de la mesa de control de ancho","Abierta"
"359","Verde","Cortadora WT","Media","2021-02-26T22:32:19.711Z","Colocar un tablero para el orden e identificación de las herramientas a usar en el sector","Abierta"
"360","Verde","Cortadora WT","Media","2021-02-26T22:33:34.178Z","Modificar ubicación del ventilador del puesto de empaque para que quede fijo en una ubicación sobre el parante (idem Euromac)","Cerrada"
"361","Verde","Cortadora WT","Alta","2021-02-26T22:34:53.517Z","Colocar portón de acceso a debobinador y eliminar el riesgo de manipulación de bobinas jumbos ","Cerrada"
"362","Verde","Cortadora WT","Media","2021-02-26T22:36:17.470Z","re pintar el sector que indica la correcta ubicación de las tapas rejillas y tarimas en el interior del robot","Abierta"
"363","Verde","Cortadora WT","Media","2021-02-26T22:37:37.153Z","Estándar de limpieza en los lugares de difícil acceso en el robot y en la línea de transporte","Cerrada"
"364","Verde","Cortadora WT","Alta","2021-02-26T22:38:59.899Z","Estandarizar paletizadora ubicada al lado del robot con las instrucciones de operación","Cerrada"
"365","Verde","Cortadora WT","Baja","2021-02-26T22:41:17.421Z","Tablero de control ex-cinta transportadora no se utiliza - Eliminar","Cerrada"
"366","Verde","Cortadora WT","Alta","2021-02-26T22:46:45.660Z","Colocar empalmador automático para facilitar las tareas","Cerrada"
"367","Verde","Cortadora WT","Alta","2021-02-26T22:50:15.807Z","Definir sector de almacenamiento de los bujes salientes de las cortadoras (3 pulgadas)","Cerrada"
"368","Verde","Cortadora WT","Alta","2021-02-26T22:51:35.778Z","Establecer un lugar de almacenamiento para los bujes de 6 pulgadas de plástico y de cartón","Abierta"
"369","Verde","Cortadora WT","Media","2021-02-26T22:52:50.716Z","Colocar porta papeles para reciclar","Abierta"
"370","Verde","Cortadora WT","Baja","2021-02-26T22:54:36.417Z","Rodillo contenedor de ancho con desgaste forzado . Colocar tope","Abierta"
"371","Verde","Cortadora WT","Media","2021-02-26T23:06:02.368Z","Acumulación de humos de extracción de aire de estufa pasaje alfoil","Cerrada"
"372","Verde","Cortadora WT","Alta","2021-02-26T23:07:11.489Z","Colocar puerta de acceso a WT para no tener que ingresar por portones","Cerrada"
"373","Verde","Cortadora WT","Media","2021-02-26T23:08:23.046Z","Colocar luz sobre mesa y sacar estante con carpetas y despejar elementos innecesarios","Abierta"
"374","Verde","Cortadora WT","Alta","2021-02-26T23:09:22.215Z","Estandarizar platos porta bujes para un mejor ajuste","Abierta"
"375","Verde","Cortadora WT","Alta","2021-02-26T23:10:34.884Z","Colocar sensor de temperatura con corredera para permitir el ajuste para los diferentes anchos de material","Cerrada"
"376","Verde","Cortadora WT","Alta","2021-02-26T23:11:52.460Z","Colocar bandeja porta refil para mayor capacidad de almacenamiento","Abierta"
"377","Verde","Cortadora WT","Alta","2021-02-26T23:13:18.379Z","Colocar dispenser de polietileno con el acceso a los rollos del lado del pasillo para facilitar la colocación de los mismos","Cerrada"
"378","Verde","Cortadora WT","Alta","2021-02-26T23:18:51.872Z","Colocar ventilador para extracción de temperatura estufa alfoil","Cerrada"
"379","Verde","Cortadora WT","Media","2021-02-26T23:19:59.833Z","re etiquetar comandos de tableros de operación (por desgaste ya no son legibles los textos)","Cerrada"
"380","Verde","Cortadora WT","Alta","2021-02-26T23:21:01.314Z","colocar alarma sonora cuando el refil se corta","Cerrada"
"381","Verde","Cortadora WT","Media","2021-03-02T10:49:46.479Z","Tarimas plásticas azules deterioradas, riesgo de accidente por caída de bobina.","Cerrada"
"382","Verde","Laminadora","Alta","2021-03-02T17:59:02.976Z","Condensación de rolo de frio puede ocasionar caída en el piso","Abierta"
"383","Verde","Laminadora","Alta","2021-03-02T18:05:36.849Z","Condensación de rolos de frio 1produce caídas de agua en el piso","Abierta"
"384","Verde","Laminadora","Alta","2021-03-02T18:11:59.696Z","Al momento de cortar la racla arriba del armario ignífugo es  incomoda y es peligrosa.","Cerrada"
"385","Verde","Laminadora","Alta","2021-03-02T18:19:00.450Z","La puerta que esta entre sala limpia y sucia es chica y cuando pasamos con el carro la chocamos.","Abierta"
"386","Verde","Laminadora","Alta","2021-03-02T18:23:33.729Z","Cuando se hace la limpieza del rolo aplicador las cuchillas de la racla quedan expuestas.","Cerrada"
"387","Verde","Laminadora","Alta","2021-03-02T18:32:44.897Z","Limpieza de Horno se hace abierto y están sostenidos(tapa) por unas lingas","Abierta"
"388","Verde","Planta de Mezclado","Alta","2021-03-02T19:22:41.628Z","Colocar vidrio faltante en la mesada donde esta la calandrita","Cerrada"
"389","Verde","Laminadora","Alta","2021-03-02T19:25:03.463Z","Se extrae refile a mano ,provocando desorden en el área de trabajo y aumentando riesgos ya que el refile cae al piso","Abierta"
"1686","Verde","Laminadora","Media","2021-03-15T22:34:38.903Z","Plafón con tubo quemado, modificar para uso con led ","Cerrada"
"1687","Verde","Calandrado","Media","2021-03-22T19:28:55.055Z","Regular tope  a manipulador para trabajar mas proximo al nivel del piso","Cerrada"
"1688","Verde","Laminadora","Media","2021-03-26T18:26:58.861Z","Necesidad de carro eléctrico para transporte de maxi bidón de adhesivo ","Abierta"
"1689","Verde","Laminadora","Alta","2021-03-26T18:31:52.876Z","Procedimiento (LUP) para eliminación de residuos diarios ","Abierta"
"1690","Verde","Laminadora","Media","2021-03-26T18:34:27.856Z","Caño para transportar bobinas con puente grua de sala negra a sala gris","Cerrada"
"1691","Verde","Laminadora","Media","2021-03-26T18:36:55.619Z","Armario para colocar herramientas de manera ordenada - Se esta utilizando el armario inifugo","Abierta"
"1692","Verde","Laminadora","Media","2021-03-26T18:38:52.196Z","Materias primas para preparación de adhesivo en el piso riesgo de contaminación, derrames y ergonómicos al manipularlos ","Abierta"
"1693","Verde","Laminadora","Media","2021-03-26T18:40:07.163Z","eliminar plataforma sur (2°) - No se utiliza ","Cerrada"
"1694","Verde","Laminadora","Media","2021-03-26T18:57:27.176Z","Modificación armario ignifugo para elevar altura para mejor limpieza ","Abierta"
"1695","Verde","Planta de Mezclado","Media","2021-03-26T19:34:17.833Z","Poner en condiciones una 2° grilla para así poder cambiarla en cada cambio de trabajo","Abierta"
"1696","Verde","Cortadora WT","Alta","2021-03-26T19:37:21.647Z","Mal sellado de bolsa, regla transversal sella mal cuando la temperatura excede lo máximo permitido que emita señal luminosa /se pare la linea.","Cerrada"
"1697","Verde","Cortadora WT","Alta","2021-03-26T19:49:07.827Z","Eliminar cintas negras en WT  por verdes/blancas/ rolos de goma para eliminar contaminación en material blanco. Automatizaríamos el empaque de material blanco","Abierta"
"1698","Verde","Cortadora WT","Media","2021-04-07T15:33:27.690Z","Las piezas que tensa la banda lado tablero del carro L1 tiene largo excesivo y no permite tensar correctamente la banda, cortar piezas.","Cerrada"
"1699","Verde","Planta de Mezclado","Alta","2021-04-07T18:37:28.637Z","Colocar aspiradoras en todos los niveles del turbo para recolectar el polvo, en planta de mezclado en general","Cerrada"
"1700","Verde","Calandrado","Media","2021-04-10T14:24:12.361Z","Bobinador azul, lado derecho ,(mirando hacia el turbo) cuesta abrir, se lubrica pero al poco tiempo vuelve a endurecer.","Cerrada"
"1701","Verde","Cortadora WT","Media","2021-04-10T15:29:10.302Z","Colocar paro de estufa en automático según metros deseados y no sumarlo a velocidad de máquina","Cerrada"
"1702","Verde","Cortadora Euromac","Media","2021-04-10T15:31:01.935Z","Un elevador fijo para tarima en sector de empaque","Abierta"
"1703","Verde","Cortadora Euromac","Media","2021-04-10T15:32:27.131Z","Estufa para cortar alfoil para ayudar a los bobinadores de refil y no utilizar más la véntola que produce ruidos molestos","Abierta"
"1704","Verde","Cortadora Euromac","Media","2021-04-10T15:33:51.125Z","Patín en debobinador para evitar telescopeo de las bobinas madre que vienen flojas","Abierta"
"1705","Verde","Cortadora Euromac","Media","2021-04-10T15:35:48.718Z","Etiquetadora de bujes difícil acceso para cambiar ticket o ribbon","Abierta"
"1706","Verde","Cortadora Euromac","Media","2021-04-10T15:36:43.887Z","Alarma para bobinadores de refile cuando se corta","Cerrada"
"1707","Verde","Cortadora Euromac","Media","2021-04-10T15:38:13.881Z","Cambiar escalera para realizar pasaje por una plegable y más liviana","Cerrada"
"1708","Verde","Cortadora Euromac","Baja","2021-04-10T15:39:50.685Z","Incomodidad en la ubicación de CPU/Teclado/Mouse","Abierta"
"1709","Verde","Cortadora Euromac","Baja","2021-04-10T15:41:09.744Z","Etiquetadora del lomo no indica cuando no se pegó el ticket en caso de bolsas negras no se detecta","Cerrada"
"1710","Verde","Cortadora Euromac","Baja","2021-04-10T15:42:29.675Z","No tienen ubicación fija y no están identificadas las llaves para abrir el tablero eléctrico","Abierta"
"1711","Verde","Cortadora Euromac","Baja","2021-04-10T15:43:22.198Z","Enchufe de ventilador muy altos","Cerrada"
"1712","Verde","Cortadora Euromac","Baja","2021-04-10T15:45:15.932Z","Crear un carro y guías para jumbos del debobinador","Abierta"
"1713","Verde","Cortadora Euromac","Media","2021-04-10T15:46:45.811Z","Dispenser de bolsas para cambios en turno con máquina","Abierta"
"1714","Verde","Cortadora Euromac","Baja","2021-04-10T15:48:14.992Z","Máquina cortadora rebobinadora solo para refilar y evitar ocupar las cortadoras grandes","Abierta"
"1715","Verde","Cortadora Euromac","Media","2021-04-10T15:50:29.594Z","Otra embolsadora en línea para incrementar rendimiento al hacer doble bolsa","Abierta"
"1716","Verde","Cortadora Euromac","Media","2021-04-10T15:52:19.259Z","Estudiar posibilidad de utilizar barra inflable para cortar anchos chicos","Abierta"
"1717","Verde","Cortadora Euromac","Alta","2021-04-10T15:55:07.271Z","Hacer un apoyo para dejar manipular","Abierta"
"1718","Verde","Cortadora Euromac","Baja","2021-04-10T15:56:18.398Z","Estante para colocar teléfono, micrómetro, detector código de barras","Abierta"
"1719","Verde","Cortadora Euromac","Media","2021-04-10T15:57:24.720Z","Guía para centrar bobina antes de entrar a la selladora","Cerrada"
"1720","Verde","Cortadora Euromac","Media","2021-04-10T15:58:16.551Z","Pie soporte para lámina para empacar","Abierta"
"1721","Verde","Cortadora WT","Alta","2021-04-10T15:59:49.009Z","Trabas para puerta de selladora","Cerrada"
"1722","Verde","Cortadora Euromac","Baja","2021-04-10T16:01:11.260Z","Falta señalizar los lugares de los cestos de basura, carro de bujes, impresora, etc","Abierta"
"1723","Verde","Cortadora Euromac","Media","2021-04-10T16:02:13.217Z","No existe lay-out de proceso","Abierta"
"1724","Verde","Cortadora Euromac","Media","2021-04-10T16:03:50.952Z","Mejorar soporte para extraer de forma segura caja sin fin lado sur","Abierta"
"1725","Verde","Cortadora Euromac","Baja","2021-04-10T16:06:57.969Z","Caños alimentación de aire comprimido sin identificar y sin pintar de acuerdo a norma","Cerrada"
"1726","Verde","Cortadora Euromac","Baja","2021-04-10T16:08:57.438Z","Caño de alimentación de aire sin identificar y sin pintar por norma","Cerrada"
"1727","Verde","Cortadora Euromac","Media","2021-04-10T16:10:46.667Z","Mejorar Sistema de bandeja de rechazo de selladora . El film se cae al piso","Cerrada"
"1728","Verde","Cortadora Euromac","Media","2021-04-10T16:11:39.042Z","Caño de aire sin identificar y sin color de la norma en el sector del sistema de corte","Cerrada"
"1729","Verde","Laminadora","Alta","2021-04-12T12:40:46.579Z","Contaminación por tarimas de maderas","Abierta"
"1730","Verde","Cortadora Euromac","Alta","2021-04-17T16:54:04.271Z","Mejorar la ubicación de la computadora y teclado de la linea en  altura adecuada ( algo estructural sobre la misma mesa de trabajo) , ya que se encuentra distanciada, se esfuerza la vista y mala postura. ","Abierta"
"1731","Verde","Planta de Mezclado","Media","2021-04-19T08:51:54.806Z","Realizar cañería de aire metálica, la manguera se reseca y se rompe generando fugas debido a la exposición al sol.(silos de resina)","Abierta"
"1732","Verde","Planta de Mezclado","Alta","2021-04-21T13:26:11.949Z","Colocar junta a la tapa del turbo mezclador para evitar perdidas de compuesto al arrancar y durante la descarga de resina pierde material.","Cerrada"
"1733","Verde","Planta de Mezclado","Alta","2021-04-21T13:43:49.740Z","El sector donde se pesan las bolsas para los colores debería estar cerrado en una cabina y con aire acondicionado","Abierta"
"1734","Verde","Planta de Mezclado","Alta","2021-04-21T13:46:43.274Z","EL portón del montacarga del 2° piso lo traban con una soga para que no se baje solo. Colocar una traba segura","Abierta"
"1735","Verde","Planta de Mezclado","Alta","2021-04-21T13:54:03.857Z","Las mangueras de aire del sector turbo largan mitad agua y mitad aire .Ver porque sale agua por esta mangueras","Cerrada"
"1736","Verde","Planta de Mezclado","Media","2021-04-21T13:59:58.344Z","Colocar una base en el mezclador para apoyar las bolsas, debido  a que al poner en el filo se mueven y pueden producir un accidente al cortarlas con el cutter.","Abierta"
"1737","Verde","Planta de Mezclado","Media","2021-04-21T14:05:30.650Z","Definir big-bag para uso o descarte para hacer lugar y tener espacio para materias primas.","Abierta"
"1738","Verde","Planta de Mezclado","Media","2021-04-21T14:31:40.552Z","Colocar prensa para big-bag y sacarlos prensados para así se guarden de forma ordenada y limpia.","Cerrada"
"1739","Verde","Planta de Mezclado","Alta","2021-04-21T14:51:31.409Z","Colocar tapa de descarga de recuperado que tiene el enfriador para así evitar perdidas y contaminaciones asi eliminar trapo y cinta para cerrarla","Abierta"
"1740","Verde","Planta de Mezclado","Media","2021-04-21T14:54:21.319Z","Eliminar la cinta de la manga de descarga de compuesto de enfriador","Cerrada"
"1741","Verde","Planta de Mezclado","Media","2021-04-21T14:56:11.176Z","Colocar válvula de derivación de compuesto a silo 1 y 2 para evitar estar moviendo la manguera y generar mas perdida de compuesto","Abierta"
"1742","Verde","Laminadora","Media","2021-04-22T13:44:52.368Z","Comprar cronometro para medición de viscosidad del adhesivo ","Abierta"
"1743","Verde","Cortadora WT","Alta","2021-04-27T14:36:05.007Z","Palletizado. Cuando palletizan para el cliente Qca Monpellier, queda poco espacio de circulación, ya que son bobinas grandes con buje horizontal, con pocas bobinas sobre el pallet. Esto genera desorden con riesgo de accidente. Estandarizar la posicion de las tarimas mientras se arman en WT. comentar con el proveedor para mejorar este packaging","Abierta"
"1744","Verde","Oficina","Media","2021-04-28T17:55:24.451Z","Cambio de sillas de oficina de administración, no son ergonómicas","Abierta"
"1745","Verde","Planta de Mezclado","Alta","2021-04-29T10:54:04.034Z","Riesgo ergonómico y de accidente al vaciar carro de compuesto a bolsones","Abierta"
"1746","Verde","Planta de Mezclado","Alta","2021-04-29T10:56:01.806Z","Vaciado manual de carros de compuesto con baldes, parado sobre plataforma inestable","Abierta"
"1747","Verde","Planta de Mezclado","Alta","2021-04-29T10:58:34.435Z","Automatizar sistema de vaciado de silos de compuesto, cuando por necesidad productiva o contaminaciones debe hacerse.","Abierta"
"1748","Verde","Laminadora","Alta","2021-05-10T15:03:30.570Z","Colocar limite de ajuste de Buje para evitar sobreesfuerzo de brazo.","Abierta"
"1749","Verde","Servicios Auxiliares","Alta","2021-05-14T19:43:52.880Z","Cañería sucia y deteriorada la pintura de color de fluido","Cerrada"
"1750","Verde","Servicios Auxiliares","Media","2021-05-14T19:45:48.945Z","Cañería de las bombas color verde deteriorado","Cerrada"
"1751","Verde","Calandrado","Alta","2021-05-14T19:47:16.668Z","Cañería de aire pintar color norma","Cerrada"
"1752","Verde","Calandrado","Alta","2021-05-14T19:48:22.905Z","Tuberia de aire no pintada, normalizar con pintura","Abierta"
"1753","Verde","Servicios Auxiliares","Alta","2021-05-14T19:49:33.969Z","Tubería sin pintar, normalizar con color de norma ","Cerrada"
"1754","Verde","Cortadora Euromac","Media","2021-05-19T20:57:18.807Z","Pérdida de aceite de motor cinta selladora","Abierta"
"1755","Verde","Cortadora Euromac","Alta","2021-05-19T21:01:47.406Z","regular altura del carro de descarga para poder hacer en automático diámetros grandes","Abierta"
"1756","Verde","Cortadora Euromac","Media","2021-05-19T21:15:27.993Z","Falta protección para bobinador de refile","Abierta"
"1757","Verde","Cortadora Euromac","Media","2021-05-19T21:23:03.726Z","Sensor que detecte cuando una bobina no lleva el ticket colocado","Abierta"
"1758","Verde","Cortadora Euromac","Media","2021-05-19T22:55:56.576Z","Modificar bandeja recolectora de refile selladora","Abierta"
"1759","Verde","Cortadora WT","Baja","2021-05-19T23:32:00.861Z","Piso resbaladizo. Sacar chapas y pintar con pintura epoxi","Cerrada"
"1760","Verde","Servicios Auxiliares","Media","2021-05-29T22:14:50.376Z","12","Cerrada"
"1761","Verde","Cortadora WT","Media","2021-06-01T14:45:08.676Z","rebobinador de refile esta descubierto y puede atrapas las manos de operarios ante una mala maniobra....  se recomienda colocar el radar hasta el bobinador impidiendo el ingreso a alta velocidad de cortadora wt   ","Cerrada"
"1762","Verde","Calandrado","Alta","2021-06-02T19:35:45.893Z","En el rolo opresor tenemos un riesgo alto de accidente por atrapamiento, esto ya ocurrio en reiteradas oportunidades, se sugiere colocar un sensor de movimiento para la apertura automatica si por algun motivo alguien acerca la mano o algun elemento que inapropiado que puede ocacionar daño. ","Abierta"
"1763","Verde","Servicios Auxiliares","Alta","2021-06-09T14:34:55.879Z","Colocar señal luminosa o acústica en el portón de ingreso y salida de bobinas, ya que hay riesgo de choque contra apilador o carros que circulan por el sector. ","Cerrada"
"1764","Verde","Laminadora","Media","2021-06-17T10:15:02.356Z"," PORTA BOLSA DE CAÑO PARA COLOCAR LAS BOLSAS PARA SCRAP","Cerrada"
"1765","Verde","Laminadora","Media","2021-06-17T10:25:54.955Z","CREAR TRIPODE PARA COLOCAR SCRAP","Abierta"
"1766","Verde","Laminadora","Media","2021-06-17T12:02:00.836Z","Instalar cinteros en debobinador 2","Cerrada"
"1767","Verde","Laminadora","Media","2021-06-17T16:37:12.888Z","crear tripode con balanza movil para evitar poner tarimas de madera dentro de la sala","Abierta"
"1768","Verde","Laminadora","Media","2021-06-19T10:55:08.708Z","EQUIPO DE OSC Y COMPUTADORA CERCA DE LA MAQUINA.OBSTRUYE EL ACCESO Y ES INCOMODO PARA EL OPERARIO","Cerrada"
"1769","Verde","Laminadora","Alta","2021-06-22T05:00:58.017Z","Colocacion de cinteros en debobinador 2","Cerrada"
"1770","Verde","Laminadora","Alta","2021-06-26T03:55:59.050Z","Manejo de cintas ","Cerrada"
"1771","Verde","Laminadora","Alta","2021-06-26T04:29:11.029Z","Simplificar operacion","Cerrada"
"1772","Verde","Laminadora","Alta","2021-06-26T04:31:34.561Z","Simplificar operacion ","Cerrada"
"1773","Verde","Servicios Auxiliares","Baja","2021-06-26T23:05:21.913Z","Las nuevas paredes frente a cortadora WT no tienen una protección para evitar que las golpeen cuando se manipulan tarimas con bobinas","Cerrada"
"1774","Verde","Servicios Auxiliares","Baja","2021-06-26T23:13:11.869Z","Cuando se trabaja con bobinas paradas hace falta tener un porta cinta para facilitar pegado de laminas y armado de tarimas con film ","Abierta"
"1775","Verde","Calandrado","Baja","2021-06-28T20:14:20.888Z","Cuando se debe cambiar la percha de los puentes grúas la misma se deja en el piso lo que hace que sea una tarea lenta y complicada debido a la posición en la que queda la percha","Abierta"
"1776","Verde","Laminadora","Baja","2021-06-30T16:12:37.512Z"," hacer bobinador de refile ","Cerrada"
"1777","Verde","Laminadora","Media","2021-07-01T15:56:46.862Z","CREAR PORTA BUJE PARA BOBINA PARADA DE ACLAR O PVC PARA UTILIZAR EL MATERIAL EN LAS LARGADAS,PARA OBTENER DISPONIBILIDAD DEL MISMO.","Abierta"
"1778","Verde","Cortadora Euromac","Alta","2021-07-06T20:55:45.434Z","se pierde demasiado tiempo en mantener pulsado el boton para que suba y baje el carro cuando se trabaja en forma manual ya que se tiene que mantener presionada la tecla hasta que llegue a su fin ya sea para subir o bajar dicho carro ","Abierta"
"1778","Verde","Cortadora Euromac","Alta","2021-07-06T20:55:46.767Z","se pierde demasiado tiempo en mantener pulsado el boton para que suba y baje el carro cuando se trabaja en forma manual ya que se tiene que mantener presionada la tecla hasta que llegue a su fin ya sea para subir o bajar dicho carro ","Abierta"
"1779","Verde","Calandrado","Alta","2021-07-10T12:17:55.450Z","   La llave nueva hidraulica para ajustar la tapa del extrusor como ya sabemos es corta, no apoya en la tuerca mas cercana por lo que se le coloca un suplemento que apoya mal por que no, lo hace en forma lineal y con muy poco apoyo dependiendo de las distintas posiciones en la tapa, puede resbalar y golpear al operario que la este manipulando o romperse rapido por que al apoyar de costado le cambia el eje a la herramienta.","Cerrada"
"1780","Verde","Cortadora Euromac","Alta","2021-07-14T09:34:01.969Z","Se pierde demasiado tiempo en subir y bajar el carro cuando se trabaja en modo manual","Abierta"
"1781","Verde","Laminadora","Media","2021-07-17T12:19:00.404Z","CINTA METRICA CUCHILLAS DE REFILADO","Abierta"
"1782","Verde","Alimentación y Extrusión","Media","2021-07-24T00:29:12.830Z","Cuando se tiene que vaciar la tolva alimentadora se esta utilizando un caño de pvc de 6"" con un pedazo de calandrado, esto hace que caiga compuesto al piso y sobre la maquina.","Abierta"
"1783","Verde","Laminadora","Alta","2021-07-26T06:56:01.425Z","Se corta racla arriba de un armario incómodamente y con peligro golpes","Cerrada"
"1784","Verde","Cortadora Euromac","Alta","2021-07-29T00:17:06.775Z","No se puede pasar ancho 500mm/310 de diametro por limitacion de la maquina","Abierta"
"1784","Verde","Cortadora Euromac","Alta","2021-07-29T00:17:06.847Z","No se puede pasar ancho 500mm/310 de diametro por limitacion de la maquina","Abierta"
"1785","Verde","Alimentación y Extrusión","Alta","2021-08-04T22:39:50.436Z","se trabaja carro electrico con uñas levantadas porque no entra en la tarima de 750 x 750mm ","Cerrada"
"1786","Verde","Cortadora Euromac","Media","2021-08-10T11:14:05.918Z","MANGERA DE INFLAR BIBINADORES DE REFIL, PELIGRO DE ACCIDENTE SIEMPRE ESTA TIRADA EN EL PISO.","Abierta"
"1787","Verde","Cortadora Euromac","Media","2021-08-10T13:53:39.359Z","manguera de aire para inflar bobinadores de refil","Abierta"
"1787","Verde","Cortadora Euromac","Media","2021-08-10T13:53:42.833Z","manguera de aire para inflar bobinadores de refil","Abierta"
"1788","Verde","Servicios Auxiliares","Media","2021-08-18T12:27:57.528Z","La puerta de acrílico del yunto genera molestias cuando se trabaja en el ","Cerrada"
"1789","Verde","Calandrado","Media","2021-08-18T12:31:30.398Z","Colocar un monitor OCS en el mismo tablero o en un costado para poder ver los defectos instantáneamente y facilitar la limpieza ","Abierta"
"1790","Verde","Servicios Auxiliares","Media","2021-08-18T12:34:02.792Z","Mejorar la iluminación en la mesa del laboratorio de planta ","Cerrada"
"1791","Verde","Servicios Auxiliares","Alta","2021-08-18T12:35:56.072Z","Falta de iluminación dentro de la cabina de vacío (planetario) ya que en el turno noche y tarde no se logra ver con claridad","Cerrada"
"1792","Verde","Servicios Auxiliares","Media","2021-08-18T14:10:14.435Z","Armar un carro ya sea móvil o no, para poner ahí los refiles grandes que se sacan y transportarlos a la tarima de scrap, para no alzar todos los días entre 80 y 120kg","Abierta"
"1792","Verde","Servicios Auxiliares","Media","2021-08-18T14:10:15.605Z","Armar un carro ya sea móvil o no, para poner ahí los refiles grandes que se sacan y transportarlos a la tarima de scrap, para no alzar todos los días entre 80 y 120kg","Abierta"
"1793","Verde","Servicios Auxiliares","Baja","2021-08-18T14:12:57.072Z","Sin lugar fijo para dejar cintas a utilizar","Cerrada"
"1794","Verde","Oficina","Alta","2021-08-18T14:29:55.751Z","Sectores sin Estandarizar","Abierta"
"1795","Verde","Alimentación y Extrusión","Alta","2021-08-18T15:39:07.537Z","ACUMULACION DE PUNTOS NEGROS EN BOQUILLAS Y ESPAGUETIS","Abierta"
"1796","Verde","Alimentación y Extrusión","Alta","2021-08-18T16:06:54.726Z","FALTA DE LIMPIEZA PROGRAMADA","Abierta"
"1797","Verde","Calandrado","Media","2021-08-18T16:30:26.131Z","Campana extractora sin trabas ","Abierta"
"1798","Verde","Servicios Auxiliares","Alta","2021-08-19T15:44:06.691Z","implementar 5s en herramientas, es decir, cada cosa en su lugar","Abierta"
"1799","Verde","Cortadora WT","Media","2021-09-02T12:48:44.119Z","Pack de bolsas se caen de la estructura contenedora","Abierta"
"1800","Verde","Cortadora WT","Media","2021-09-02T12:49:42.857Z","Exceso de láminas en kan ban abastecimiento","Abierta"
"1801","Verde","Planta de Mezclado","Alta","2021-09-03T16:25:02.354Z","Colocar un caño de mayor diametro de descarga a balanza para disminuir el tiempo de carga.","Cerrada"
"1802","Verde","Planta de Mezclado","Alta","2021-09-03T17:35:09.289Z","Cuando subimos al 2059 no tenemos forma de sacar la percha. Construir escalera (trabajo de herreria).","Abierta"
"1803","Verde","Planta de Mezclado","Alta","2021-09-03T17:39:54.473Z","Perdida de tornillo que lleva a la balanza W5.","Abierta"
"1804","Verde","Planta de Mezclado","Alta","2021-09-03T17:43:18.851Z","Peligro de atrapamiento al abrir el kane de abajo.","Cerrada"
"1805","Verde","Planta de Mezclado","Alta","2021-09-03T17:53:02.356Z","La visagra de la tapa del turno debe hacer que levante la tapa una vez abierta y no lo está haciendo por lo que se la debe levantar con caño y hacer mucha fuerza.","Abierta"
"1806","Verde","Planta de Mezclado","Alta","2021-09-03T18:03:07.441Z","Colocar algun sistema de control inalámbrico en el puente de carga en lugar del de cables para disminuir accidentes.","Abierta"
"1807","Verde","Planta de Mezclado","Alta","2021-09-03T18:05:39.264Z","Reparar valvula y rompe caverna de la W7 (base del silo) ya que se pierde mucho material. Colocar vibrador para mejorar la bajada del material.","Abierta"
"1808","Verde","Alimentación y Extrusión","Alta","2021-09-03T20:15:00.196Z","ver bomba de vacio de cabina de c43, se ensucia mucho con condensado. ","Cerrada"
"1809","Verde","Planta de Mezclado","Alta","2021-09-06T14:30:43.335Z","Generar un sistema para poder aspirar por niveles, similar al de C43 para facilitar la limpieza de la zona.","Cerrada"
"1810","Verde","Planta de Mezclado","Media","2021-09-06T14:38:53.121Z","Silenciador soportado con pesas y reparado con cintas.","Cerrada"
"1811","Verde","Planta de Mezclado","Alta","2021-09-08T11:28:07.809Z","Modificar tolva de ingreso del pigmento blanco.","Cerrada"
"1812","Verde","Planta de Mezclado","Alta","2021-09-08T11:31:09.302Z","Modificar tolva de ingreso de sólidos para descarga W8 (2059) y agregar, tambien, un sistema de pesado automatico.","Cerrada"
"1813","Verde","Planta de Mezclado","Media","2021-09-08T11:33:43.568Z","Colocar un estante de caño para colocar las cajas de bolsitas.","Abierta"
"1814","Verde","Planta de Mezclado","Alta","2021-09-10T17:16:39.877Z","Los aditivos se encuentran desordenados propensos a sufrir contaminaciones.","Abierta"
