"N°","Color","Equipo Autonomo","Prioridad","Fecha apertura","Descripción anomalia","Estado actual"
"769","Roja","Planta de Mezclado","Media","2019-08-22T23:10:10.000Z","Perdida de aditivo solidos por tapa de ciclon verificar burlete  #G4-3118","Cerrada"
"791","Roja","Alimentación y Extrusión","Alta","2019-09-04T23:10:10.000Z","Falla de sist . Intercambio de calor por incrustaciones dentro de cañeria prev.de comp.de equipo #G1-3001","Cerrada"
"793","Roja","Alimentación y Extrusión","Alta","2019-09-04T23:10:10.000Z","Deterioro de cañeria camisa por obstruccion (Aceite vencido )mtto preventivo #G1-3130","Cerrada"
"792","Roja","Planta de Mezclado","Alta","2019-09-04T23:10:10.000Z","Instalacion del equipo tamizador . Actualmente foco de contaminacion y generador de pto negros /geles #G4-3128","Cerrada"
"794","Roja","Alimentación y Extrusión","Alta","2019-09-04T23:10:10.000Z","Control de deficiente de temp. Aceite frio implem . Hoja revision en lazo de temp #G1-3131","Cerrada"
"795","Roja","Alimentación y Extrusión","Alta","2019-09-04T23:10:10.000Z","Falla de control de aceite en frio (tempº)princip.en verano - anstalar 03 aeroenfriadores aric #G1-3132","Cerrada"
"796","Roja","Servicios Auxiliares","Media","2019-09-05T23:10:10.000Z","Esmeril de banco, Retirar del area Reubicar en otro lugar #G3-2094","Cerrada"
"798","Roja","Servicios Auxiliares","Media","2019-09-05T23:10:10.000Z","Tablero internamente sucio, sin identificaciones de termicas #G3-2096","Cerrada"
"797","Roja","Servicios Auxiliares","Media","2019-09-05T23:10:10.000Z","Identificar Rango de trabajo del manometro #G3-2095","Cerrada"
"799","Roja","Servicios Auxiliares","Media","2019-09-05T23:10:10.000Z","Tablero con una avertura a la parte interna #G3-2097","Cerrada"
"819","Roja","Alimentación y Extrusión","Alta","2019-09-09T23:10:10.000Z","Superficie del tornillo extrusor desgastada. #G1-3003","Cerrada"
"818","Roja","Alimentación y Extrusión","Alta","2019-09-09T23:10:10.000Z","Sup desgastada c/ incrustaciones que entran correcta circulación de agua  #G1-3002","Cerrada"
"820","Roja","Alimentación y Extrusión","Alta","2019-09-09T23:10:10.000Z","Falta de eficiencia en intercambio de calor en camisa extrusor  #G1-3004","Cerrada"
"821","Roja","Alimentación y Extrusión","Alta","2019-09-09T23:10:10.000Z","Falta de procedimiento preventivo para mantenim. De transf termica (flushing) #G1-3005","Cerrada"
"822","Roja","Alimentación y Extrusión","Alta","2019-09-09T23:10:10.000Z","Condensados de lubricantes se mezcla con masa fundida . Aspiracion deficiente  #G1-3006","Cerrada"
"823","Roja","Alimentación y Extrusión","Alta","2019-09-09T23:10:10.000Z","Trat.de tornillo sor , superficie desgastada  #G1-3007","Cerrada"
"824","Roja","Alimentación y Extrusión","Alta","2019-09-09T23:10:10.000Z","Trat. Superficial punta tornillo extrusor con pegaduras  #G1-3008","Cerrada"
"825","Roja","Alimentación y Extrusión","Alta","2019-09-09T23:10:10.000Z","Mal centrado cabezal por falta de perno #G1-3009","Cerrada"
"826","Roja","Alimentación y Extrusión","Alta","2019-09-09T23:10:10.000Z","Cierre defectuoso con juego  #G1-3010","Cerrada"
"832","Roja","Calandrado","Media","2019-09-11T23:10:10.000Z","Gotera condensación sobre escalera #G2-2087","Cerrada"
"831","Roja","Calandrado","Media","2019-09-11T23:10:10.000Z","Bujes encausador de espaguettis desgastados #G2-2086","Cerrada"
"833","Roja","Calandrado","Media","2019-09-11T23:10:10.000Z","Fijar borneras de motores de rolo de estiro #G2-2091","Cerrada"
"834","Roja","Alimentación y Extrusión","Alta","2019-09-11T23:10:10.000Z","Tapa frente de cabezal empalme desgastado que junta material #G1-2170","Cerrada"
"849","Roja","Calandrado","Alta","2019-09-12T23:10:10.000Z","Mandriles bobinador tienen juego. Reemplazar mordazas #G2-3069","Cerrada"
"850","Roja","Planta de Mezclado","Media","2019-09-14T23:10:10.000Z","Perdida de aceite  #G4-3071","Cerrada"
"851","Roja","Planta de Mezclado","Media","2019-09-14T23:10:10.000Z","Brocas en el piso planchuela #G4-3072","Cerrada"
"852","Roja","Servicios Auxiliares","Media","2019-09-16T23:10:10.000Z","Fuga de aceite #G3-3071","Cerrada"
"853","Roja","Servicios Auxiliares","Media","2019-09-16T23:10:10.000Z","Brocas en piso que ya no se usan y soporte sobresale de columna #G3-3072","Cerrada"
"854","Roja","Calandrado","Media","2019-09-17T23:10:10.000Z","Pérdida de aceite en cardan rolo superior #G2-3019","Cerrada"
"855","Roja","Servicios Auxiliares","Media","2019-09-17T23:10:10.000Z","Fuga de aceite  #G3-3070","Cerrada"
"857","Roja","Planta de Mezclado","Media","2019-09-20T23:10:10.000Z","Sacar defensas #G4-2085","Cerrada"
"858","Roja","Alimentación y Extrusión","Media","2019-09-23T23:10:10.000Z","Colocar Oring en base de cabina extrusor #G1-2167","Cerrada"
"868","Roja","Planta de Mezclado","Media","2019-09-26T23:10:10.000Z","retirar cables en desuso sistema BIG BG resina  #G4-3073","Cerrada"
"870","Roja","Servicios Auxiliares","Alta","2019-09-30T23:10:10.000Z","Bomba norte de aceite frio pierde por el sello #G3-2084","Cerrada"
"875","Roja","Alimentación y Extrusión","Media","2019-10-03T23:10:10.000Z","Herramientas N° 46 sin lugar definido en base portaherramientas #G1-1047","Cerrada"
"876","Roja","Planta de Mezclado","Alta","2019-10-03T23:10:10.000Z","La manguera de aire del soplador del rompecavernas #G4-2074","Cerrada"
"877","Roja","Planta de Mezclado","Alta","2019-10-03T23:10:10.000Z","En la pared  de turbo planta baja esta instalada una pileta con canilla en desuso.eliminar #G4-3017","Cerrada"
"878","Roja","Planta de Mezclado","Alta","2019-10-04T23:10:10.000Z","El toma corriente que esta al lado de la sala de tablero esta arrancado y con riesgo de electrocucion #G4-2079","Cerrada"
"879","Roja","Planta de Mezclado","Alta","2019-10-07T23:10:10.000Z","la tolva de aditivos solidos pierde por  lel sensor de compuesto #G4-2072","Cerrada"
"880","Roja","Planta de Mezclado","Alta","2019-10-07T23:10:10.000Z","El burlete del silo N° 2 pierde porla parteinerior  #G4-2073","Cerrada"
"883","Roja","Planta de Mezclado","Alta","2019-10-08T23:10:10.000Z","El silo de compueso N°2 tiene el interior con pintura descascarada/ suelta. #G4-2078","Cerrada"
"884","Roja","Planta de Mezclado","Alta","2019-10-10T23:10:10.000Z","La valvula rotativa del silo 1 pierde aire al transportar compuesto, generando presion dentro del silo 1 . #G4-2070","Cerrada"
"885","Roja","Planta de Mezclado","Alta","2019-10-10T23:10:10.000Z","La ventilacion esta realizada con mangas que no permiten la salida del aire provocando la perdida de compuesto. #G4-2071","Cerrada"
"886","Roja","Planta de Mezclado","Alta","2019-10-10T23:10:10.000Z","El soporte del Big Bag de scrap no permite alimentarlo desde el elevador debido a que los soportes estan orientados para alimetnar ingresando con pte grua hacia el sur de planta #G4-2075","Cerrada"
"887","Roja","Planta de Mezclado","Alta","2019-10-10T23:10:10.000Z","La union del cuello del inodoro del turbo se desoldo y sopla material por la grieta #G4-2077","Cerrada"
"889","Roja","Servicios Auxiliares","Baja","2019-10-16T23:10:10.000Z","Cable de 10 metros tirado por el piso conectado, peligro de caida #G3-2048","Cerrada"
"888","Roja","Planta de Mezclado","Media","2019-10-12T23:10:10.000Z","Reparar bomba de soplado de Aditivos solidos.La carga de los aditivos los realiza muy lento demorando el mezclado. #G4-1048","Cerrada"
"890","Roja","Servicios Auxiliares","Alta","2019-10-16T23:10:10.000Z","Bomba pierde aceite y hace mucho ruido #G3-2049","Cerrada"
"891","Roja","Servicios Auxiliares","Media","2019-10-16T23:10:10.000Z","Bomba pierde aceite. #G3-2050","Cerrada"
"892","Roja","Planta de Mezclado","Media","2019-10-16T23:10:10.000Z","Filtro de Ingreso de aire mal colocado-Fala tuerca de fijacion. #G4-2059","Cerrada"
"893","Roja","Calandrado","Media","2019-10-16T23:10:10.000Z","Ventilador de motor de 2° par de frio colocado sobre taco de madera provisorio #G2-2060","Cerrada"
"894","Roja","Calandrado","Alta","2019-10-16T23:10:10.000Z","Colocar rolos faltantes en traino de molino de refile #G2-2061","Cerrada"
"897","Roja","Planta de Mezclado","Media","2019-10-16T23:10:10.000Z","El soporte de la balanza no se utiliza porque se movio la balanza para pesaje con bolsa en otro sector #G4-2064","Cerrada"
"895","Roja","Planta de Mezclado","Media","2019-10-16T23:10:10.000Z","El rectificfador de presion de Pta de mezclado tiene perdidas de airre #G4-2062","Cerrada"
"896","Roja","Planta de Mezclado","Media","2019-10-16T23:10:10.000Z","El inodoro esta fisurado en la base por donde pierde compuesto #G4-2063","Cerrada"
"898","Roja","Planta de Mezclado","Media","2019-10-16T23:10:10.000Z","Al subir el bolson de scrap con el puente grua el operador debe subir la escalera quedando colgado el bolson.Adaptar soporte para cargaar con autoelevador. #G4-2065","Cerrada"
"899","Roja","Planta de Mezclado","Media","2019-10-16T23:10:10.000Z","Los topes de la balanza de liq, de lturbo chico que se saco  estan en el piso y producen riesgo de tropiezo #G4-2066","Cerrada"
"900","Roja","Planta de Mezclado","Media","2019-10-16T23:10:10.000Z","La llave necesaria para abrir el ciclon de aditivos solidos es de 14, los turberos no tienen esta medida.Si 17. #G4-2067","Cerrada"
"901","Roja","Planta de Mezclado","Media","2019-10-16T23:10:10.000Z","Colocar zocalo a tablero -Ingreso de suciedad. #G4-2068","Cerrada"
"902","Roja","Planta de Mezclado","Media","2019-10-16T23:10:10.000Z","Perdida de Resina por tapa donde esta sellada, vuelve a perder #G4-2069","Cerrada"
"903","Roja","Servicios Auxiliares","Alta","2019-10-16T23:10:10.000Z","Tablero roto y oxidado remplazar cable chapa, parese en desuso si es asi retirar #G3-2169","Cerrada"
"939","Roja","Alimentación y Extrusión","Alta","2019-10-17T23:10:10.000Z","Reparar ficha conexión resistencias cabezal suelto #G1-3074","Cerrada"
"940","Roja","Calandrado","Alta","2019-10-17T23:10:10.000Z","Repara rolo prensador de traino molino de refile. Esta roto de un lado #G2-3083","Cerrada"
"941","Roja","Alimentación y Extrusión","Media","2019-10-17T23:10:10.000Z","Colocar correctamente termometro reductor extrusor #G1-3084","Cerrada"
"942","Roja","Calandrado","Alta","2019-10-18T23:10:10.000Z","Rolo movil 6° par de estiro gira mas lento que su par #G2-3079","Cerrada"
"944","Roja","Calandrado","Alta","2019-10-20T23:10:10.000Z","Rolos laminadores desalineados #G2-2042","Cerrada"
"943","Roja","Calandrado","Alta","2019-10-18T23:10:10.000Z","Termocupla con traba de fijacion rota, contacto deficiente #G2-3080","Cerrada"
"945","Roja","Calandrado","Media","2019-10-21T23:10:10.000Z","Eliminar flexible en desuso #G2-3081","Cerrada"
"946","Roja","Calandrado","Alta","2019-10-21T23:10:10.000Z","Perdida de agua por flexible #G2-3082","Cerrada"
"954","Roja","Servicios Auxiliares","Alta","2019-10-31T23:10:10.000Z","Aero enfriador tapado no circula aire Limpiar #G3-2037","Cerrada"
"953","Roja","Alimentación y Extrusión","Media","2019-10-31T23:10:10.000Z","Pérdida de aceite en caja reductora planetario. #G1-2032","Cerrada"
"955","Roja","Servicios Auxiliares","Alta","2019-10-31T23:10:10.000Z","Aero enfriador tapado no circula aire Limpiar #G3-2038","Cerrada"
"956","Roja","Servicios Auxiliares","Alta","2019-10-31T23:10:10.000Z","Aero enfriador tapado no circula aire Limpiar #G3-2039","Cerrada"
"957","Roja","Alimentación y Extrusión","Alta","2019-10-31T23:10:10.000Z","Motor ventilacion del motor CC del planetario defectuoso #G1-2041","Cerrada"
"958","Roja","Alimentación y Extrusión","Alta","2019-10-31T23:10:10.000Z","Baliza y sirena defectuosa #G1-2043","Cerrada"
"959","Roja","Servicios Auxiliares","Media","2019-10-31T23:10:10.000Z","Eliminar cañeria de agua sin uso #G3-2044","Abierta"
"960","Roja","Servicios Auxiliares","Media","2019-10-31T23:10:10.000Z","Cable desconectado Eliminar #G3-2045","Cerrada"
"962","Roja","Servicios Auxiliares","Media","2019-10-31T23:10:10.000Z","Manguera en el piso canazando agua a rejilla #G3-2051","Cerrada"
"961","Roja","Servicios Auxiliares","Media","2019-10-31T23:10:10.000Z","Cable suelto cortado y sin aislar #G3-2046","Cerrada"
"967","Roja","Calandrado","Baja","2019-10-31T23:10:10.000Z","El recipiente colector de aceite de la aspiradora pierde. Soldar base #G2-3014","Cerrada"
"968","Roja","Calandrado","Alta","2019-10-31T23:10:10.000Z","Opresor de goma genera efecto gofrado en film #G2-3015","Cerrada"
"969","Roja","Servicios Auxiliares","Media","2019-10-31T23:10:10.000Z","Cable suelto cortado y sin aislar #G3-3016","Cerrada"
"970","Roja","Calandrado","Media","2019-10-31T23:10:10.000Z","Reparar toma electrica #G2-3023","Cerrada"
"978","Roja","Planta de Mezclado","Media","2019-11-05T23:10:10.000Z","Silo 2 Perdida por Venteo #G4-10002","Cerrada"
"979","Roja","Planta de Mezclado","Media","2019-11-05T23:10:10.000Z","Silo 2 perdida por Tapa #G4-10003","Cerrada"
"980","Roja","Planta de Mezclado","Media","2019-11-06T23:10:10.000Z","Montacargas funciona con la puerta abierta #G4-10000","Cerrada"
"981","Roja","Planta de Mezclado","Media","2019-11-06T23:10:10.000Z","Puerta interna cierra solo 1 paño #G4-10001","Cerrada"
"985","Roja","Calandrado","Alta","2019-11-13T23:10:10.000Z","Mandriles bobinador tienen juego. Reemplazar mordazas #G2-1130","Cerrada"
"987","Roja","Planta de Mezclado","Media","2019-11-13T23:10:10.000Z","Cable caido en contra de la pared de calandra #G4-2018","Cerrada"
"986","Roja","Planta de Mezclado","Media","2019-11-13T23:10:10.000Z","Valvula guillotina  sin proteccion #G4-2017","Cerrada"
"988","Roja","Planta de Mezclado","Media","2019-11-13T23:10:10.000Z","Aspiracion de polvo desconectada provocando polvo en suspension durante la descarga. Se compro caño de reduccion para conectar a aspirador F1 #G4-2019","Cerrada"
"990","Roja","Planta de Mezclado","Media","2019-11-13T23:10:10.000Z","Gotera en 3° piso de turbo #G4-2021","Cerrada"
"989","Roja","Planta de Mezclado","Media","2019-11-13T23:10:10.000Z","Perfil de balnza de resina con peligro de golpe en la cabeza al operadro #G4-2020","Cerrada"
"991","Roja","Planta de Mezclado","Media","2019-11-13T23:10:10.000Z","Valvula desviadora de aditivos solidos en desuso #G4-2023","Cerrada"
"992","Roja","Planta de Mezclado","Media","2019-11-13T23:10:10.000Z","Tolva W8 en desuso #G4-2024","Cerrada"
"993","Roja","Planta de Mezclado","Media","2019-11-13T23:10:10.000Z","Caño de descarga a enfraidor con manga de cinta y PVC #G4-2025","Cerrada"
"994","Roja","Planta de Mezclado","Media","2019-11-13T23:10:10.000Z","Manguera de descarga de scrap sostendia con suncho e hilo #G4-2026","Cerrada"
"995","Roja","Planta de Mezclado","Media","2019-11-13T23:10:10.000Z","zocalo contra la pared de calle en segundo piso  no permite barrer #G4-2027","Cerrada"
"996","Roja","Planta de Mezclado","Media","2019-11-13T23:10:10.000Z","Eliminar Valvula inversora del circuito 2(Silo de resina) #G4-2028","Cerrada"
"997","Roja","Planta de Mezclado","Media","2019-11-13T23:10:10.000Z","La VALVULA DE LIMPIEZA TIENE UNA LLAVE PARA VENTEO QUE NO ES ORIGINAL DEL EQUIPO,LLEVAR A CONDICION ESTANDAR #G4-2029","Cerrada"
"999","Roja","Planta de Mezclado","Media","2019-11-13T23:10:10.000Z","El caño de la salida de aire de la tapa esta encintado para evitar perdidas #G4-2031","Cerrada"
"998","Roja","Planta de Mezclado","Media","2019-11-13T23:10:10.000Z","El venteo del ducto que rompe el vacio tiene un carton obstruyendo la salida de aire. #G4-2030","Cerrada"
"1000","Roja","Planta de Mezclado","Media","2019-11-13T23:10:10.000Z","El manometro de la bomba de vacio de Aditivos solidos esta roto y no permite ver la presion de trabajo. #G4-2033","Cerrada"
"1001","Roja","Planta de Mezclado","Alta","2019-11-13T23:10:10.000Z","Realizar modificacion del sistema de agregado de rescuperado #G4-2034","Cerrada"
"1002","Roja","Planta de Mezclado","Media","2019-11-13T23:10:10.000Z","Realizar Modificacion para poder pesar en automatico el 2059 a travez de la W8 #G4-2035","Cerrada"
"1003","Roja","Planta de Mezclado","Media","2019-11-13T23:10:10.000Z","Eliminar Valvula inversora del circuito 1(Silo de resina) #G4-2036","Cerrada"
"1004","Roja","Servicios Auxiliares","Media","2019-11-13T23:10:10.000Z","Caño suelto del porte partido #G3-2082","Cerrada"
"1005","Roja","Servicios Auxiliares","Alta","2019-11-13T23:10:10.000Z","Bomba 1er Par de frio Ruido #G3-2083","Cerrada"
"1028","Roja","Servicios Auxiliares","Media","2019-11-14T23:10:10.000Z","Reja de protección no es util ya los caños tienes las aislaciones #G3-2080","Cerrada"
"1030","Roja","Calandrado","Alta","2019-11-16T23:10:10.000Z","Fosa de calandra con agua por flexible roto #G2-3077","Cerrada"
"1031","Roja","Servicios Auxiliares","Alta","2019-11-19T23:10:10.000Z","Bomba no funciona hace ruido salta la protección #G3-3078","Cerrada"
"1032","Roja","Servicios Auxiliares","Alta","2019-11-19T23:10:10.000Z","Se pone en fallo bomba primer par de frio #G3-3085","Cerrada"
"1042","Roja","Calandrado","Alta","2019-11-20T23:10:10.000Z","Ruido en sexto par de estiro. Detectado en inspeccion. #G2-2014","Cerrada"
"1043","Roja","Servicios Auxiliares","Media","2019-11-20T23:10:10.000Z","colocar Luz Interna cuadro de bombas laminadores #G3-2015","Cerrada"
"1044","Roja","Calandrado","Media","2019-11-20T23:10:10.000Z","Anclaje escalera fosa quebrado. Soldadura #G2-2040","Cerrada"
"1054","Roja","Calandrado","Alta","2019-11-20T23:10:10.000Z","Al girar el rolo se siente un golpeteo interno y hace ruido. Semapi informa aumento de las vibraciones #G2-3086","Cerrada"
"1065","Roja","Planta de Mezclado","Alta","2019-11-28T23:10:10.000Z","Modificar altura del ducto de descarga ,porque pueden golpearse los operadores .Cambiar posicion a las cadenas #G4-3024","Cerrada"
"1072","Roja","Calandrado","Alta","2019-12-20T23:10:10.000Z","Juego en accionamiento de rolo medio #G2-171","Cerrada"
"1073","Roja","Calandrado","Alta","2019-12-20T23:10:10.000Z","Juego en accionamiento de rolo inferior #G2-172","Cerrada"
"1074","Roja","Calandrado","Alta","2019-12-20T23:10:10.000Z","Juego en accionamiento de rolo superior #G2-173","Cerrada"
"1077","Roja","Calandrado","Media","2019-12-26T23:10:10.000Z","Camio buje motor y check completo bobinador azul #G2-2004","Cerrada"
"1076","Roja","Servicios Auxiliares","Alta","2019-12-23T23:10:10.000Z","Estación extrusor/planetario sin uso #G3-3088","Cerrada"
"1078","Roja","Calandrado","Media","2019-12-26T23:10:10.000Z","Cambio buje motor debobinador rojo y check completo #G2-2005","Cerrada"
"1079","Roja","Calandrado","Alta","2019-12-30T23:10:10.000Z","Pérdida de aceite en yunto rolo inferior #G2-176","Cerrada"
"1080","Roja","Calandrado","Alta","2019-12-30T23:10:10.000Z","Yuntos rolos laminadores incrustados #G2-177","Cerrada"
"1081","Roja","Calandrado","Alta","2019-12-30T23:10:10.000Z","Pérdidas en sistema alimentación de aceite rolos de estiro #G2-178","Cerrada"
"1082","Roja","Calandrado","Alta","2019-12-30T23:10:10.000Z","Desgaste en rodamiento caja reductora rolos laminadores #G2-180","Cerrada"
"1083","Roja","Calandrado","Alta","2019-12-30T23:10:10.000Z","Juego en eje reductor rolo laminador inferior #G2-181","Cerrada"
"1084","Roja","Calandrado","Alta","2019-12-30T23:10:10.000Z","Rolos de frío con incrustaciones #G2-182","Cerrada"
"1085","Roja","Alimentación y Extrusión","Alta","2019-12-30T23:10:10.000Z","La escalera bloquea el paso debido a las nuevas cañerías de los equipos TCUs de Planetario y Extrusor. #G1-1741","Cerrada"
"1092","Roja","Planta de Mezclado","Media","2019-12-30T23:10:10.000Z","Establecer entrega de turno con chequeo de estandar de limpieza. #G4-154A","Cerrada"
"1093","Roja","Planta de Mezclado","Media","2019-12-30T23:10:10.000Z","No hay establecido estandar de limpieza por sector.Realizar estandar de limpieza. #G4-155A","Cerrada"
"1095","Roja","Planta de Mezclado","Media","2019-12-30T23:10:10.000Z","El inodoro para dosificacion de los blancos tiene rota la tapa.Esta desoldada #G4-157A","Cerrada"
"1094","Roja","Planta de Mezclado","Alta","2019-12-30T23:10:10.000Z","Los elementos de limpieza estan en el piso sin lugar definido .Hacer panel para elementos de limpieza. #G4-156A","Cerrada"
"1096","Roja","Planta de Mezclado","Alta","2019-12-30T23:10:10.000Z","La luz de emergencia de sector Hot mixer no funciona. #G4-158A","Cerrada"
"1097","Roja","Planta de Mezclado","Alta","2019-12-30T23:10:10.000Z","El techo cerca e la lucera esta sucio con tela de araña-Limpiar #G4-159A","Cerrada"
"1098","Roja","Planta de Mezclado","Alta","2019-12-30T23:10:10.000Z","Las electrovalvulas del silo de resina estan sin los tornillos. #G4-160A","Cerrada"
"1099","Roja","Planta de Mezclado","Media","2019-12-30T23:10:10.000Z","Los silos de aditivos solidos estan sucios y con tapaas abiertas-Realizar estandar de limpieza #G4-161A","Cerrada"
"1100","Roja","Planta de Mezclado","Media","2019-12-30T23:10:10.000Z","En el enfriador el cilindro de la tapa no tiene la tapa el alemite. #G4-162A","Cerrada"
"1101","Roja","Planta de Mezclado","Media","2019-12-30T23:10:10.000Z","La manga de descarga de enfriador tien cinta en su perimetro. #G4-163A","Cerrada"
"1102","Roja","Planta de Mezclado","Alta","2019-12-30T23:10:10.000Z","La descarga de  compuesto al enfriador esta atada con cinta .Hacer brida metalica. #G4-164A","Cerrada"
"1103","Roja","Planta de Mezclado","Alta","2019-12-30T23:10:10.000Z","La descaraga de scrap al enfriador esta conectado mediante manga con cinta PVCColocar Brida Metalica. #G4-165A","Abierta"
"1104","Roja","Planta de Mezclado","Alta","2019-12-30T23:10:10.000Z","La descarga de compuesto al enfriador esta conectada con caño flexible y cinta a la union del caño con la manguera. #G4-166A","Cerrada"
"1105","Roja","Planta de Mezclado","Media","2019-12-30T23:10:10.000Z","El big-bag de scrap no tiene soporte cuando esta vacio,ver como hacer los distintos niveles de bolsones. #G4-167A","Abierta"
"1106","Roja","Planta de Mezclado","Alta","2019-12-30T23:10:10.000Z","El soporte  1de big-Bag no tiene tejido para evitar la caida al vacio donde circula el personal de operaciones. #G4-168A","Cerrada"
"1107","Roja","Planta de Mezclado","Alta","2019-12-30T23:10:10.000Z","El soporte 3 de big-Bag no tiene tejido para evitar la caida al vacio donde circula el personal de operaciones. #G4-169A","Cerrada"
"1108","Roja","Planta de Mezclado","Alta","2019-12-30T23:10:10.000Z","El soporte 2 de big-Bag no tiene tejido para evitar la caida al vacio donde circula el personal de operaciones. #G4-170A","Cerrada"
"1109","Roja","Servicios Auxiliares","Alta","2019-12-30T23:10:10.000Z","Estación de aceite extrusor y planetario en desuso #G3-175A","Cerrada"
"1110","Roja","Servicios Auxiliares","Alta","2019-12-30T23:10:10.000Z","Perdida en bomba del 4to par de estiro #G3-179A","Cerrada"
"1112","Roja","Calandrado","Media","2020-01-07T23:10:10.000Z","flushing rolo de frio  #G2-2008","Cerrada"
"1113","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rodamiento roto rodillo fijo primer par de estiro #G2-2006","Cerrada"
"1114","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rodamiento roto rodillo fijo segundo par de estiro #G2-100A","Cerrada"
"1115","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rodamiento roto rodillo fijo tercer par de estiro #G2-101A","Cerrada"
"1116","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rodamiento roto rodillo fijo cuarto par de estiro #G2-102A","Cerrada"
"1117","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rodamiento roto rodillo fijo quinto par de estiro #G2-103A","Cerrada"
"1118","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rodamiento roto rodillo fijo sexto par de estiro #G2-104A","Cerrada"
"1119","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rodamiento roto rodillo móvil primer par de estiro #G2-105A","Cerrada"
"1120","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rodamiento roto rodillo móvil segundo par de estiro #G2-106A","Cerrada"
"1121","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rodamiento roto rodillo móvil tercer par de estiro #G2-107A","Cerrada"
"1122","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rodamiento roto rodillo móvil cuarto par de estiro #G2-108A","Cerrada"
"1123","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rodamiento roto rodillo móvil quinto par de estiro #G2-109A","Cerrada"
"1124","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rodamiento roto rodillo móvil sexto par de estiro #G2-110A","Cerrada"
"1125","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rugosidad desconocida rolo 1 de estiro #G2-111A","Cerrada"
"1127","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rugosidad desconocida rolo 3 de estiro #G2-113A","Cerrada"
"1126","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rugosidad desconocida rolo 2 de estiro #G2-112A","Cerrada"
"1129","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rugosidad desconocida rolo 5 de estiro #G2-115A","Cerrada"
"1128","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rugosidad desconocida rolo 4 de estiro #G2-114A","Cerrada"
"1131","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rugosidad desconocida rolo 7 de estiro #G2-117A","Cerrada"
"1130","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rugosidad desconocida rolo 6 de estiro #G2-116A","Cerrada"
"1132","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rugosidad desconocida rolo 8 de estiro #G2-118A","Cerrada"
"1133","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rugosidad desconocida rolo 9 de estiro #G2-119A","Cerrada"
"1134","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rugosidad desconocida rolo 10 de estiro #G2-120A","Cerrada"
"1135","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rugosidad desconocida rolo 11 de estiro #G2-121A","Cerrada"
"1136","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Rugosidad desconocida rolo 12 de estiro #G2-122A","Cerrada"
"1137","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Pérdida yunto rolo 1 de estiro #G2-123A","Cerrada"
"1138","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Pérdida yunto rolo 2 de estiro #G2-124A","Cerrada"
"1139","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Pérdida yunto rolo 3 de estiro #G2-125A","Cerrada"
"1140","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Pérdida yunto rolo 4 de estiro #G2-126A","Cerrada"
"1141","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Pérdida yunto rolo 5 de estiro #G2-127A","Cerrada"
"1142","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Pérdida yunto rolo 6 de estiro #G2-128A","Cerrada"
"1144","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Pérdida yunto rolo 8 de estiro #G2-130A","Cerrada"
"1143","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Pérdida yunto rolo 7 de estiro #G2-129A","Cerrada"
"1145","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Pérdida yunto rolo 9 de estiro #G2-131A","Cerrada"
"1146","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Pérdida yunto rolo 10 de estiro #G2-132A","Cerrada"
"1147","Roja","Calandrado","Alta","2020-01-08T23:10:10.000Z","Pérdida yunto rolo 11 de estiro #G2-133A","Cerrada"
